Type Name,Name,Link,Dùng Cho Trục,Vật Liệu,Bề Rộng Rãnh Sử Dụng,Đường Kính Rãnh Sử Dụng,Đường Kính Trong,Độ Dày,Tiêu Chuẩn,Thương Hiệu,Đường Kính Ngoài,Số Răng,Dùng Cho Lỗ,Số Lượng,Size Ren,Bước Ren,Chiều Dài Sau Khi Lắp,Số Vòng Xoắn,Đường Kính Lỗ Khoan,Hệ Kích Thước,Phân Loại,Chiều Cao,Đường Kính,Khuyên Dùng,Độ Dày Tấm Làm Việc,Đường Kính Chân,Chiều Cao Chân,Xử Lý Bề Mặt,Chiều Ren,Đường Kính Đầu,Đường Kính Thân,Tổng Chiều Dài,Chiều Dài Không Ren,Chiều Dài,Loại Ren
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D39x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d39x175.0oA2,39 mm,Thép 65Mn,1.85 mm,37 mm,36 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D39x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d39x175-10pcspack.NNQ1q,39 mm,Thép 65Mn,1.85 mm,37 mm,36 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D40x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d40x175.ABGY,40 mm,Thép 65Mn,1.85 mm,37.5 mm,36.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D40x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d40x175-10pcspack.LR5z3,40 mm,Thép 65Mn,1.85 mm,37.5 mm,36.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D41x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d41x175.Yvyo,41 mm,Thép 65Mn,1.85 mm,38.5 mm,37.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D41x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d41x175-10pcspack.MRjo5,41 mm,Thép 65Mn,1.85 mm,38.5 mm,37.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D42x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d42x175.bj6M,42 mm,Thép 65Mn,1.85 mm,39.5 mm,38.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D42x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d42x175-10pcspack.OG830,42 mm,Thép 65Mn,1.85 mm,39.5 mm,38.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D43x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d43x175.ljAG,43 mm,Thép 65Mn,1.85 mm,40.5 mm,39.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D43x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d43x175-10pcspack.rwzxy,43 mm,Thép 65Mn,1.85 mm,40.5 mm,39.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D44x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d44x175.Rwvb,44 mm,Thép 65Mn,1.85 mm,41.5 mm,40.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D44x1.75 (10pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d44x175-10pcspack.YPoRJ,44 mm,Thép 65Mn,1.85 mm,41.5 mm,40.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D45x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d45x175.qgm2,45 mm,Thép 65Mn,1.85 mm,42.5 mm,41.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D46x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d46x175.5Qdp,46 mm,Thép 65Mn,1.85 mm,43.5 mm,42.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D47x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d47x175.wgqK,47 mm,Thép 65Mn,1.85 mm,44.5 mm,43.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D48x1.75,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d48x175.LJZ5,48 mm,Thép 65Mn,1.85 mm,45.5 mm,44.5 mm,1.75 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D50x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d50x20.zP4m,50 mm,Thép 65Mn,2.15 mm,47 mm,45.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D52x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d52x20.mzMg,52 mm,Thép 65Mn,2.15 mm,49 mm,47.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D54x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d54x20.0b38,54 mm,Thép 65Mn,2.15 mm,51 mm,49.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D55x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d55x20.lqK6,55 mm,Thép 65Mn,2.15 mm,52 mm,50.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D56x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d56x20.Nz52,56 mm,Thép 65Mn,2.15 mm,53 mm,51.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D58x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d58x20.mzRy,58 mm,Thép 65Mn,2.15 mm,55 mm,53.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D60x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d60x20.6p6a,60 mm,Thép 65Mn,2.15 mm,57 mm,55.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D62x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d62x20.0vGN,62 mm,Thép 65Mn,2.15 mm,59 mm,57.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D63x2.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d63x20.6d1P,63 mm,Thép 65Mn,2.15 mm,60 mm,58.8 mm,2 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D65x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d65x25.YvPO,65 mm,Thép 65Mn,2.65 mm,62 mm,60.8 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D68x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d68x25.jBrQ,68 mm,Thép 65Mn,2.65 mm,65 mm,63.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D70x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d70x25.0o9r,70 mm,Thép 65Mn,2.65 mm,67 mm,65.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D72x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d72x25.lgGj,72 mm,Thép 65Mn,2.65 mm,69 mm,67.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D75x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d75x25.Z2gd,75 mm,Thép 65Mn,2.65 mm,72 mm,70.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D77x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d77x25.y1GG,77 mm,Thép 65Mn,2.65 mm,74 mm,72.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D78x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d78x25.bgZ8,78 mm,Thép 65Mn,2.65 mm,75 mm,73.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D80x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d80x25.E8r2,80 mm,Thép 65Mn,2.65 mm,76.5 mm,74.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D82x2.5,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d82x25.ZJx3,82 mm,Thép 65Mn,2.65 mm,78.5 mm,76.5 mm,2.5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D85x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d85x30.B518,85 mm,Thép 65Mn,3.15 mm,81.5 mm,79.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D88x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d88x30.Bd05,88 mm,Thép 65Mn,3.15 mm,84.5 mm,82.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D90x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d90x30.lqPz,90 mm,Thép 65Mn,3.15 mm,86.5 mm,84.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D92x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d92x30.WMx5,92 mm,Thép 65Mn,3.15 mm,88.5 mm,86.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D95x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d95x30.Jvny,95 mm,Thép 65Mn,3.15 mm,91.5 mm,89.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D97x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d97x30.q08O,97 mm,Thép 65Mn,3.15 mm,93.5 mm,91.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D98x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d98x30.qwmb,98 mm,Thép 65Mn,3.15 mm,93.5 mm,92.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D100x3.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d100x30.KWrQ,100 mm,Thép 65Mn,3.15 mm,96.5 mm,94.5 mm,3 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D102x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d102x40.oyjp,102 mm,Thép 65Mn,4.15 mm,98 mm,95 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D105x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d105x40.2vww,105 mm,Thép 65Mn,4.15 mm,101 mm,98 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D110x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d110x40.Mb2D,110 mm,Thép 65Mn,4.15 mm,106 mm,103 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D115x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d115x40.Ad4b,115 mm,Thép 65Mn,4.15 mm,111 mm,108 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D120x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d120x40.0vjR,120 mm,Thép 65Mn,4.15 mm,116 mm,113 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D125x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d125x40.Q0O8,125 mm,Thép 65Mn,4.15 mm,121 mm,118 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D128x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d128x40.DeBR,128 mm,Thép 65Mn,4.15 mm,124 mm,120 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D130x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d130x40.KWwo,130 mm,Thép 65Mn,4.15 mm,126 mm,123 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D135x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d135x40.4635,135 mm,Thép 65Mn,4.15 mm,131 mm,128 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D140x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d140x40.vK88,140 mm,Thép 65Mn,4.15 mm,136 mm,133 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D145x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d145x40.K5lr,145 mm,Thép 65Mn,4.15 mm,141 mm,138 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D150x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d150x40.o14G,150 mm,Thép 65Mn,4.15 mm,145 mm,142 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D155x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d155x40.NMWJ,155 mm,Thép 65Mn,4.15 mm,150 mm,146 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D160x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d160x40.3wLm,160 mm,Thép 65Mn,4.15 mm,155 mm,151 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D165x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d165x40.N8BP,165 mm,Thép 65Mn,4.15 mm,160 mm,155.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D170x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d170x40.6WeP,170 mm,Thép 65Mn,4.15 mm,165 mm,160.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D175x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d175x40.LjbP,175 mm,Thép 65Mn,4.15 mm,170 mm,165.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D180x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d180x40.5GwD,180 mm,Thép 65Mn,4.15 mm,175 mm,170.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D185x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d185x40.MQZd,185 mm,Thép 65Mn,4.15 mm,180 mm,175.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D190x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d190x40.6WmP,190 mm,Thép 65Mn,4.15 mm,185 mm,180.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D195x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d195x40.Oy59,195 mm,Thép 65Mn,4.15 mm,190 mm,185.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D200x4.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d200x40.GlQd,200 mm,Thép 65Mn,4.15 mm,195 mm,190.5 mm,4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D205x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d205x50.rPAQ,205 mm,Thép 65Mn,5.15 mm,199 mm,193 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D210x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d210x50.Wzx4,210 mm,Thép 65Mn,5.15 mm,204 mm,198 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D215x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d215x50.Y1Jr,215 mm,Thép 65Mn,5.15 mm,209 mm,203 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D220x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d220x50.Oy00,220 mm,Thép 65Mn,5.15 mm,214 mm,208 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D225x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d225x50.GlYd,225 mm,Thép 65Mn,5.15 mm,219 mm,213 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D230x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d230x50.JBnB,230 mm,Thép 65Mn,5.15 mm,224 mm,218 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D240x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d240x50.WzG4,240 mm,Thép 65Mn,5.15 mm,234 mm,228 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D250x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d250x50.QMzd,250 mm,Thép 65Mn,5.15 mm,244 mm,238 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D260x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d260x50.y1qG,260 mm,Thép 65Mn,5.15 mm,252 mm,245 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D265x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d265x50.n855,265 mm,Thép 65Mn,5.15 mm,257 mm,250 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D270x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d270x50.0bdq,270 mm,Thép 65Mn,5.15 mm,262 mm,255 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D280x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d280x50.GdY3,280 mm,Thép 65Mn,5.15 mm,272 mm,265 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D300x5.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d300x50.z3jJ,300 mm,Thép 65Mn,5.15 mm,292 mm,285 mm,5 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D350x6.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d350x60.dPpYA,350 mm,Thép 65Mn, , , ,6 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D400x6.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d400x60.nnl4,400 mm,Thép 65Mn, , , ,6 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Thép 65Mn DIN471 D450x7.0,https://mecsu.vn/chi-tiet/phe-gai-truc-thep-65mn-din471-d450x70.DpROq,450 mm,Thép 65Mn, , , ,7 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Inox 420 DIN471 D4x0.4,https://mecsu.vn/chi-tiet/phe-gai-truc-inox-420-din471-d4x04.6pjB,4 mm,Inox 420,0.5 mm,3.8 mm,3.7 mm,0.4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Inox 420 DIN471 D4x0.4 (50pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-inox-420-din471-d4x04-50pcspack.AENjb,4 mm,Inox 420,0.5 mm,3.8 mm,3.7 mm,0.4 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Inox 420 DIN471 D5x0.6,https://mecsu.vn/chi-tiet/phe-gai-truc-inox-420-din471-d5x06.5xND,5 mm,Inox 420,0.7 mm,4.8 mm,4.7 mm,0.6 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Inox 420 DIN471 D5x0.6 (50pcs/pack),https://mecsu.vn/chi-tiet/phe-gai-truc-inox-420-din471-d5x06-50pcspack.9ea6W,5 mm,Inox 420,0.7 mm,4.8 mm,4.7 mm,0.6 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
Phe Gài,Phe Gài Trục Inox 304 DIN471 D6x0.7,https://mecsu.vn/chi-tiet/phe-gai-truc-inox-304-din471-d6x07.351M,6 mm,Inox 304,0.8 mm,5.7 mm,5.6 mm,0.7 mm,DIN 471,MS-PRO, , , , , , , , , , , , , , , , , , , , , , , , , 
